index,task,verb,sentence,neg_sentence,complement,turker_pos_ratings,turker_neg_ratings,bert_pos_entailment_prob,bert_pos_contradiction_prob,bert_pos_neutral_prob,bert_neg_entailment_prob,bert_neg_contradiction_prob,bert_neg_neutral_prob,signature
1456,that,comment,Ries commented that educational videos in waiting rooms can be helpful.,Ries did not comment that educational videos in waiting rooms can be helpful.,Educational videos in waiting rooms can be helpful.,"0.0,1.0,2.0","0.0,0.0,0.0",0.9976472,0.0001076,0.002245167,0.99163693,0.000513007,0.007849976,o/o
1457,that,hear,"We heard that some of our franchises were doing this sort of thing, and we get angry when we hear about them doing it.","We did not hear that some of our franchises were doing this sort of thing, and we get angry when we hear about them doing it.",Some of our franchises were doing this sort of thing.,"0.0,1.0,2.0","0.0,1.0,1.0",0.9979518,0.000156542,0.001891637,0.9962919,0.000293975,0.003414203,o/o
1458,that,hear,Voices of discontent were heard that the vaccine would lead to a dramatic fall in the popularity of the game.,Voices of discontent were not heard that the vaccine would lead to a dramatic fall in the popularity of the game.,The vaccine would lead to a dramatic fall in the popularity of the game.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.9935827,0.000891101,0.005526253,0.91047657,0.015086846,0.07443657,o/o
1459,that,hope,She said she hopes that religious organizations see the link between their beliefs and her work.,She said she does not hope that religious organizations see the link between their beliefs and her work.,Religious organizations see the link between their beliefs and her work.,"0.0,0.0,0.0","-2.0,-1.0,0.0",0.371355,0.16113919,0.46750578,0.001254524,0.9964367,0.002308772,o/o
1460,that,hear,"Yes, we heard that Mrs. Inglethorp wrote to you last night. ","Yes, we did not hear that Mrs. Inglethorp wrote to you last night. ",Mrs. inglethorp wrote to you last night.,"0.0,1.0,2.0","0.0,1.0,1.0",0.9975389,0.000385642,0.002075434,0.9936669,0.001464744,0.004868496,o/o
1461,that,speculate,It's speculated that aeons ago this may have been a forest extinguished by the eruption of some volcano now deep under the sea.,It's not speculated that aeons ago this may have been a forest extinguished by the eruption of some volcano now deep under the sea.,Aeons ago this may have been a forest extinguished by the eruption of some volcano now deep under the sea.,"1.0,2.0,2.0","-2.0,0.0,1.0",0.9978948,0.00087056,0.001234612,0.99737346,0.000960393,0.001666071,o/o
1462,that,write,You write that I am quite good at ferreting out instances of instrumentalization of [the Holocaust] toward cheap and self-interested ends.,You do not write that I am quite good at ferreting out instances of instrumentalization of [the Holocaust] toward cheap and self-interested ends.,I am quite good at ferreting out instances of instrumentalization of -lsb- the holocaust -rsb- toward cheap and self-interested ends.,"0.0,1.0,2.0","0.0,0.0,1.0",0.012918792,0.001399653,0.9856815,0.014840886,0.001887507,0.9832716,o/o
1463,that,speculate,Jackson speculated that American buildings are meant to be expendable so the construction industry makes more money.,Jackson did not speculate that American buildings are meant to be expendable so the construction industry makes more money.,American buildings are meant to be expendable so the construction industry makes more money.,"0.0,0.0,1.0","-1.0,1.0,1.0",0.99686927,0.000727759,0.002402969,0.9850257,0.004908168,0.010066105,o/o
1464,that,suspect,I suspect that that is precisely the song's origin.,I do not suspect that that is precisely the song's origin.,That is precisely the song's origin.,"0.0,0.0,1.0","-1.0,-1.0,0.0",0.98976785,0.001595256,0.008636934,0.000575863,0.9982297,0.001194536,o/+
1465,that,give,This in turn could potentially slow economic growth given that household spending represents about two-thirds of the U.S. economy.,This in turn could potentially slow economic growth not given that household spending represents about two-thirds of the U.S. economy.,Household spending represents about two-thirds of the u.s. economy.,"1.0,2.0,2.0","1.0,1.0,1.0",0.99849844,0.000363945,0.001137611,0.9985355,0.000360976,0.001103407,o/o
1466,that,concern,We remain concerned that the proposed transfer of control and priority setting for research from the organizations where the research would be conducted could be disruptive to dual purpose programs.,We remain not concerned that the proposed transfer of control and priority setting for research from the organizations where the research would be conducted could be disruptive to dual purpose programs.,The proposed transfer of control and priority setting for research from the organizations where the research would be conducted could be disruptive to dual purpose programs.,"1.0,1.0,2.0","0.0,1.0,1.0",0.99791557,0.000305925,0.001778439,0.75544673,0.16389437,0.08065889,o/o
1467,that,concern,"We are concerned that S. 556's short timeframes for installation of controls could lead power plants to be taken off-line at important times, which could lead to electricity shortages.","We are not concerned that S. 556's short timeframes for installation of controls could lead power plants to be taken off-line at important times, which could lead to electricity shortages.","S. 556's short timeframes for installation of controls could lead power plants to be taken off-line at important times, which could lead to electricity shortages.","0.0,2.0,2.0","0.0,0.0,2.0",0.99849415,0.000190474,0.001315455,0.9973834,0.000479369,0.002137233,o/o
1468,that,warn,"On the same theme, the Guardian of London warned that the world economy has yet to feel the knock-on effects of Brazil's traumatic devaluation.","On the same theme, the Guardian of London did not warn that the world economy has yet to feel the knock-on effects of Brazil's traumatic devaluation.",The world economy has yet to feel the knock-on effects of brazil's traumatic devaluation.,"1.0,2.0,2.0","-1.0,0.0,1.0",0.99828386,0.000401592,0.001314482,0.99802303,0.000486296,0.001490681,o/+
1469,that,concern,"However, some economists are concerned that the acceleration may be concentrated in durable manufacturing rather than widely disseminated throughout the economy.","However, some economists are not concerned that the acceleration may be concentrated in durable manufacturing rather than widely disseminated throughout the economy.",The acceleration may be concentrated in durable manufacturing rather than widely disseminated throughout the economy.,"0.0,0.0,2.0","0.0,0.0,1.0",0.997682,0.000695407,0.00162263,0.99655735,0.000955219,0.002487462,o/o
1470,that,concern,"The more orthodox Muslims were concerned that Islam was being abandoned, and rebellions sprang up in Bengal, Bihar, and the Punjab.","The more orthodox Muslims were not concerned that Islam was being abandoned, and rebellions sprang up in Bengal, Bihar, and the Punjab.",Islam was being abandoned.,"0.0,0.0,0.0","-1.0,1.0,2.0",0.95313793,0.006558536,0.040303536,0.91612244,0.018397065,0.06548052,o/o
1471,that,speculate,It is speculated that there has been a shortage of boiler makers.,It is not speculated that there has been a shortage of boiler makers.,There has been a shortage of boiler makers.,"0.0,0.0,1.0","-1.0,-1.0,0.0",0.9871417,0.002014302,0.010844023,0.40226355,0.09342762,0.5043088,o/o
1472,that,concern,"Apparently the legislature was concerned that they might be used for gambling or, as I recall, Jewish ritual.","Apparently the legislature was not concerned that they might be used for gambling or, as I recall, Jewish ritual.",They might be used for gambling.,"-1.0,1.0,1.0","0.0,2.0,2.0",0.9916539,0.000545599,0.00780053,0.04115241,0.004340769,0.9545068,o/o
1473,that,suspect,Michelangelo suspected that the tomb may be broken into.,Michelangelo did not suspect that the tomb may be broken into.,The tomb may be broken into.,"0.0,0.0,0.0","0.0,0.0,0.0",0.99703276,0.000158368,0.002808868,0.9053686,0.002109179,0.09252218,o/+
1474,that,hope,"Stay in touch, the door shut and along with it any hope that Tuppence could resolve this situation. ","Stay in touch, the door shut and along with it any do not hope that Tuppence could resolve this situation. ",Tuppence could resolve this situation.,"-1.0,-1.0,0.0","-2.0,0.0,0.0",0.019567493,0.002376442,0.978056,0.19968891,0.09356776,0.70674336,o/o
1475,that,concern,Officials from one organization were also concerned that they may be getting underpaid,Officials from one organization were also not concerned that they may be getting underpaid,They may be getting underpaid.,"1.0,1.0,1.0","0.0,1.0,1.0",0.99580896,0.000223712,0.003967269,0.9333352,0.001656558,0.0650082,o/o
1476,that,suspect,Somebody suspects that the letter was written by Styles.,Somebody does not suspect that the letter was written by Styles.,The letter was written by styles.,"-2.0,0.0,0.0","0.0,0.0,2.0",0.9923457,0.001712704,0.005941593,0.37237787,0.23653258,0.3910896,o/+
1477,that,concern,We are concerned that the significant emissions reductions are required too quickly.,We are not concerned that the significant emissions reductions are required too quickly.,The significant emissions reductions are required too quickly.,"0.0,0.0,1.0","1.0,1.0,1.0",0.9898837,0.001187638,0.008928756,0.005257532,0.9842649,0.010477651,o/o
1478,that,concern,He was concerned that Tommy had been kidnapped into slavery. ,He was not concerned that Tommy had been kidnapped into slavery. ,Tommy had been kidnapped into slavery.,"0.0,0.0,1.0","1.0,2.0,2.0",0.99367017,0.001292251,0.005037601,0.12043457,0.8239752,0.05559028,o/o
1479,that,suspect,I'd long suspected that Alfred Inglethorp would murder Emily. ,I'd long not suspected that Alfred Inglethorp would murder Emily. ,Alfred inglethorp would murder emily.,"0.0,1.0,1.0","0.0,0.0,0.0",0.92733383,0.012954966,0.059711173,0.080558635,0.09737476,0.8220666,o/+
1480,that,learn,"After learning that one of its members had been taken in by the scheme, the Middle East Studies Association posted a warning on its Web site.","After not learning that one of its members had been taken in by the scheme, the Middle East Studies Association posted a warning on its Web site.",One of its members had been taken in by the scheme.,"1.0,2.0,2.0","0.0,0.0,2.0",0.99849045,0.000229569,0.001279874,0.9965816,0.000582982,0.002835401,+/+
1481,that,suspect,-lrb-Many suspect that the bombings were staged to marshal support for war.-rrb-,-lrb-Many do not suspect that the bombings were staged to marshal support for war.-rrb-,The bombings were staged to marshal support for war.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.53959477,0.12284649,0.3375588,0.21208481,0.3659009,0.4220143,o/+
1482,that,suspect,He suspected that the deceased had become aware of his nephew's betrayal.,He did not suspect that the deceased had become aware of his nephew's betrayal.,The deceased had become aware of his nephew's betrayal.,"0.0,0.0,0.0","0.0,0.0,1.0",0.99524635,0.000751577,0.004002005,0.1828195,0.3050322,0.5121483,o/+
1483,that,give,This top-level support is especially critical given that an investment of time and money is often needed in these types of efforts.,This top-level support is especially critical not given that an investment of time and money is often needed in these types of efforts.,An investment of time and money is often needed in these types of efforts.,"1.0,1.0,2.0","0.0,2.0,2.0",0.9983216,0.000129735,0.001548712,0.99770075,0.000253345,0.002045877,o/o
1484,that,give,"You might ask why Microsoft is punished by the loss of an Internet Explorer user, given that Internet Explorer can be downloaded free.","You might ask why Microsoft is punished by the loss of an Internet Explorer user, not given that Internet Explorer can be downloaded free.",Internet explorer can be downloaded free.,"2.0,2.0,2.0","1.0,2.0,2.0",0.9979621,0.000128715,0.001909183,0.9979682,0.000146074,0.001885714,o/o
